position_id,client_id,client_name,security_id,ticker,security_name,position_date,quantity,market_price,market_value,cost_basis,unrealised_pnl,currency,portfolio_id,region,sector,asset_class,custodian,source_system,validated,recon_status,days_since_update
POS-00111,CLT0008,Nippon India MF,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-02-15,176833,1546.52,273475771.16,285623595.11,-12147823.95,INR,PORT-002,APAC,Banking,Equity,Deutsche Bank,Charles River,True,Matched,5
POS-00112,CLT0013,GIC Private Ltd Singapore,INE001A01036,SBIN,State Bank of India,2024-06-28,71130,767.16,54568090.8,47818935.15,6749155.65,INR,PORT-040,APAC,Banking,Equity,HDFC Bank Custody,In-house,True,Matched,5
POS-00113,CLT0008,Nippon India MF,INE031A01017,POWERGRID,Power Grid Corp of India,2024-03-20,57784,323.77,18708725.68,18350027.92,358697.76,INR,PORT-015,APAC,Utilities,Equity,HDFC Bank Custody,Simcorp,True,Matched,3
POS-00114,CLT0013,GIC Private Ltd Singapore,INE018A01030,LARSEN,Larsen & Toubro Ltd,2025-03-02,66104,3483.17,230251469.68,231486054.53,-1234584.85,INR,PORT-045,APAC,Infrastructure,Equity,Deutsche Bank,Simcorp,True,Matched,2
POS-00115,CLT0002,Aditya Birla Capital,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-04-18,151230,6893.99,1042578107.7,1014070686.4,28507421.3,INR,PORT-032,APAC,NBFC,Equity,Axis Bank Custody,Bloomberg AIM,False,Matched,3
POS-00116,CLT0001,Tata Investment Corp,INE031A01017,POWERGRID,Power Grid Corp of India,2024-05-19,10447,298.61,3119578.67,3299736.45,-180157.78,INR,PORT-014,APAC,Utilities,Equity,Axis Bank Custody,Charles River,False,Matched,5
POS-00117,CLT0013,GIC Private Ltd Singapore,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-06-26,186359,262.86,48986326.74,50063594.03,-1077267.29,INR,PORT-025,APAC,Energy,Equity,Axis Bank Custody,Simcorp,True,Matched,5
POS-00118,CLT0009,Emirates NBD Asset Mgmt,INE414G01012,ADANIENT,Adani Enterprises Ltd,2025-05-18,181757,2312.62,420334873.34,431437720.2,-11102846.86,INR,PORT-039,EMEA,Conglomerate,Equity,Deutsche Bank,Charles River,True,Matched,5
POS-00119,CLT0009,Emirates NBD Asset Mgmt,INE009A01021,INFY,Infosys Ltd,2025-01-25,132773,1482.51,196837300.23,184316503.08,12520797.15,INR,PORT-012,EMEA,IT,Equity,HDFC Bank Custody,Simcorp,True,Matched,8
POS-00120,CLT0010,Abu Dhabi Investment Auth,INE585B01010,AXISBANK,Axis Bank Ltd,2024-01-07,117337,1053.87,123657944.19,106477344.36,17180599.83,INR,PORT-039,EMEA,Banking,Equity,Citi India,Simcorp,True,Matched,10
POS-00121,CLT0005,Kotak Mahindra AMC,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-11-21,106461,693.78,73860512.58,59973719.59,13886792.99,INR,PORT-029,APAC,Metals,Equity,Deutsche Bank,Simcorp,True,Matched,5
POS-00122,CLT0011,BlackRock India Fund,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-04-17,123119,1251.99,154143756.81,160782029.02,-6638272.21,INR,PORT-035,Americas,Telecom,Equity,Citi India,Simcorp,True,Break,0
POS-00123,CLT0009,Emirates NBD Asset Mgmt,INE031A01017,POWERGRID,Power Grid Corp of India,2024-01-18,8853,325.37,2880500.61,2864586.3,15914.31,INR,PORT-043,EMEA,Utilities,Equity,Axis Bank Custody,Bloomberg AIM,True,Matched,9
POS-00124,CLT0015,Norges Bank Investment Mgmt,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-04-16,121796,1775.8,216285336.8,192684090.06,23601246.74,INR,PORT-017,EMEA,Banking,Equity,Deutsche Bank,In-house,False,Matched,2
POS-00125,CLT0003,SBI Life Insurance,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-05-10,78585,1661.84,130595696.4,128047007.41,2548688.99,INR,PORT-001,APAC,Banking,Equity,Citi India,Charles River,True,Matched,1
POS-00126,CLT0011,BlackRock India Fund,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-01-01,164115,1658.68,272214268.2,229786649.03,42427619.17,INR,PORT-049,Americas,IT,Equity,Axis Bank Custody,In-house,True,Matched,10
POS-00127,CLT0012,Vanguard Emerging Markets,INE009A01021,INFY,Infosys Ltd,2024-11-18,103990,1515.04,157549009.6,134677062.81,22871946.79,INR,PORT-028,Americas,IT,Equity,HDFC Bank Custody,In-house,True,Matched,7
POS-00128,CLT0001,Tata Investment Corp,INE009A01021,INFY,Infosys Ltd,2024-04-22,128613,1537.54,197747632.02,178658686.44,19088945.58,INR,PORT-027,APAC,IT,Equity,Deutsche Bank,Charles River,False,Matched,8
POS-00129,CLT0002,Aditya Birla Capital,INE585B01010,AXISBANK,Axis Bank Ltd,2025-01-25,179987,1134.23,204146655.01,161070657.14,43075997.87,INR,PORT-001,APAC,Banking,Equity,HDFC Bank Custody,In-house,True,Break,3
POS-00130,CLT0002,Aditya Birla Capital,INE075A01022,WIPRO,Wipro Ltd,2024-10-18,87146,484.47,42219622.62,39057020.44,3162602.18,INR,PORT-032,APAC,IT,Equity,Deutsche Bank,Bloomberg AIM,True,Matched,6
POS-00131,CLT0004,HDFC Pension Fund,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-01-13,10378,1252.36,12996992.08,11320271.56,1676720.52,INR,PORT-043,APAC,Banking,Equity,Axis Bank Custody,Bloomberg AIM,True,Matched,2
POS-00132,CLT0007,ICICI Prudential AMC,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-05-23,194351,1596.72,310324128.72,280023631.82,30300496.9,INR,PORT-004,APAC,Pharma,Equity,Citi India,Bloomberg AIM,True,Pending,3
POS-00133,CLT0015,Norges Bank Investment Mgmt,INE020B01018,NTPC,NTPC Ltd,2025-03-29,119284,362.04,43185579.36,37122705.32,6062874.04,INR,PORT-008,EMEA,Utilities,Equity,HDFC Bank Custody,Bloomberg AIM,True,Matched,9
POS-00134,CLT0009,Emirates NBD Asset Mgmt,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-11-13,173699,2711.61,471003945.39,503131757.75,-32127812.36,INR,PORT-047,EMEA,Energy,Equity,HDFC Bank Custody,Bloomberg AIM,True,Matched,5
POS-00135,CLT0005,Kotak Mahindra AMC,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-12-13,122384,1428.29,174799843.36,155859664.34,18940179.02,INR,PORT-041,APAC,Telecom,Equity,Deutsche Bank,In-house,True,Matched,0
POS-00136,CLT0013,GIC Private Ltd Singapore,INE585B01010,AXISBANK,Axis Bank Ltd,2024-11-17,192259,992.23,190765147.57,200993007.13,-10227859.56,INR,PORT-041,APAC,Banking,Equity,Deutsche Bank,In-house,False,Pending,0
POS-00137,CLT0013,GIC Private Ltd Singapore,INE031A01017,POWERGRID,Power Grid Corp of India,2024-10-25,162502,328.62,53401407.24,45736025.36,7665381.88,INR,PORT-031,APAC,Utilities,Equity,Deutsche Bank,In-house,True,Matched,0
POS-00138,CLT0001,Tata Investment Corp,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-04-19,76262,1521.8,116055511.6,123553952.81,-7498441.21,INR,PORT-002,APAC,IT,Equity,Deutsche Bank,Charles River,True,Matched,0
POS-00139,CLT0001,Tata Investment Corp,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-01-28,40847,2788.81,113914522.07,106810994.69,7103527.38,INR,PORT-029,APAC,Energy,Equity,Deutsche Bank,Charles River,True,Matched,6
POS-00140,CLT0013,GIC Private Ltd Singapore,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-08-05,186994,1542.03,288350357.82,275792323.04,12558034.78,INR,PORT-006,APAC,Pharma,Equity,HDFC Bank Custody,In-house,True,Matched,10
POS-00141,CLT0001,Tata Investment Corp,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-06-27,50951,7586.62,386545875.62,313981386.69,72564488.93,INR,PORT-012,APAC,NBFC,Equity,Citi India,Charles River,True,Break,8
POS-00142,CLT0013,GIC Private Ltd Singapore,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-10-10,196762,1755.44,345403885.28,324677610.39,20726274.89,INR,PORT-041,APAC,Banking,Equity,HDFC Bank Custody,In-house,False,Matched,2
POS-00143,CLT0009,Emirates NBD Asset Mgmt,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-12-25,5925,259.34,1536589.5,1379009.16,157580.34,INR,PORT-021,EMEA,Energy,Equity,Citi India,In-house,True,Matched,7
POS-00144,CLT0012,Vanguard Emerging Markets,INE467B01029,TCS,Tata Consultancy Services,2024-01-01,106581,3932.96,419178809.76,430330082.11,-11151272.35,INR,PORT-043,Americas,IT,Equity,Citi India,In-house,False,Pending,5
POS-00145,CLT0002,Aditya Birla Capital,INE154A01025,ITC,ITC Ltd,2024-08-02,88010,432.66,38078406.6,41564083.24,-3485676.64,INR,PORT-029,APAC,FMCG,Equity,HDFC Bank Custody,Bloomberg AIM,True,Matched,6
POS-00146,CLT0007,ICICI Prudential AMC,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-05-20,138382,1625.75,224974536.5,218126509.51,6848026.99,INR,PORT-020,APAC,IT,Equity,HDFC Bank Custody,Simcorp,True,Matched,9
POS-00147,CLT0007,ICICI Prudential AMC,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-04-08,144484,1703.28,246096707.52,220490036.35,25606671.17,INR,PORT-012,APAC,Pharma,Equity,Deutsche Bank,Charles River,True,Matched,6
POS-00148,CLT0010,Abu Dhabi Investment Auth,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-09-08,149828,1624.27,243361125.56,239627776.76,3733348.8,INR,PORT-015,EMEA,IT,Equity,Deutsche Bank,Bloomberg AIM,True,Break,0
POS-00149,CLT0012,Vanguard Emerging Markets,INE585B01010,AXISBANK,Axis Bank Ltd,2024-11-29,42727,1149.57,49117677.39,42444508.44,6673168.95,INR,PORT-002,Americas,Banking,Equity,HDFC Bank Custody,Simcorp,True,Matched,9
POS-00150,CLT0012,Vanguard Emerging Markets,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-12-13,169971,295.18,50172039.78,44938461.49,5233578.29,INR,PORT-005,Americas,Energy,Equity,Deutsche Bank,Bloomberg AIM,True,Pending,10
POS-00151,CLT0003,SBI Life Insurance,INE585B01010,AXISBANK,Axis Bank Ltd,2024-06-06,59114,957.17,56582147.38,58858321.14,-2276173.76,INR,PORT-022,APAC,Banking,Equity,Citi India,Bloomberg AIM,True,Matched,10
POS-00152,CLT0012,Vanguard Emerging Markets,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-11-18,90826,3786.29,343893575.54,297044241.33,46849334.21,INR,PORT-050,Americas,Infrastructure,Equity,Deutsche Bank,Bloomberg AIM,True,Pending,10
POS-00153,CLT0011,BlackRock India Fund,INE031A01017,POWERGRID,Power Grid Corp of India,2024-10-07,5037,310.87,1565852.19,1510132.32,55719.87,INR,PORT-021,Americas,Utilities,Equity,Citi India,In-house,True,Break,3
POS-00154,CLT0015,Norges Bank Investment Mgmt,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-06-28,151413,2870.03,434559852.39,421938901.62,12620950.77,INR,PORT-014,EMEA,Energy,Equity,Deutsche Bank,Charles River,True,Matched,6
POS-00155,CLT0006,LIC of India,INE585B01010,AXISBANK,Axis Bank Ltd,2024-12-20,114563,1055.76,120951032.88,114813125.29,6137907.59,INR,PORT-029,APAC,Banking,Equity,Axis Bank Custody,Simcorp,True,Matched,4
POS-00156,CLT0012,Vanguard Emerging Markets,INE467B01029,TCS,Tata Consultancy Services,2024-03-14,111755,3891.59,434904640.45,419398195.2,15506445.25,INR,PORT-048,Americas,IT,Equity,Deutsche Bank,Charles River,True,Matched,7
POS-00157,CLT0003,SBI Life Insurance,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-03-12,158495,1727.13,273741469.35,238912559.52,34828909.83,INR,PORT-020,APAC,Pharma,Equity,Citi India,Bloomberg AIM,True,Pending,2
POS-00158,CLT0014,Temasek Holdings,INE031A01017,POWERGRID,Power Grid Corp of India,2024-12-10,88475,290.07,25663943.25,27644198.67,-1980255.42,INR,PORT-003,APAC,Utilities,Equity,Deutsche Bank,Simcorp,True,Matched,6
POS-00159,CLT0008,Nippon India MF,INE154A01025,ITC,ITC Ltd,2024-04-24,125484,502.74,63085826.16,60388362.1,2697464.06,INR,PORT-022,APAC,FMCG,Equity,HDFC Bank Custody,Charles River,True,Pending,8
POS-00160,CLT0007,ICICI Prudential AMC,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-01-04,105993,2314.24,245293240.32,226146672.15,19146568.17,INR,PORT-029,APAC,Conglomerate,Equity,Deutsche Bank,Simcorp,False,Matched,5
POS-00161,CLT0014,Temasek Holdings,INE075A01022,WIPRO,Wipro Ltd,2025-03-08,34331,499.55,17150051.05,17016797.74,133253.31,INR,PORT-022,APAC,IT,Equity,HDFC Bank Custody,In-house,True,Matched,5
POS-00162,CLT0008,Nippon India MF,INE009A01021,INFY,Infosys Ltd,2024-12-18,27844,1405.27,39128337.88,40211719.27,-1083381.39,INR,PORT-020,APAC,IT,Equity,Deutsche Bank,Simcorp,True,Matched,10
POS-00163,CLT0001,Tata Investment Corp,INE001A01036,SBIN,State Bank of India,2025-02-16,164501,705.59,116070260.59,115731610.8,338649.79,INR,PORT-022,APAC,Banking,Equity,HDFC Bank Custody,In-house,True,Matched,7
POS-00164,CLT0005,Kotak Mahindra AMC,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-12-07,30654,623.81,19122271.74,17920379.28,1201892.46,INR,PORT-028,APAC,Metals,Equity,HDFC Bank Custody,In-house,True,Matched,5
POS-00165,CLT0005,Kotak Mahindra AMC,INE018A01030,LARSEN,Larsen & Toubro Ltd,2025-04-14,142230,3413.82,485547618.6,454511599.09,31036019.51,INR,PORT-017,APAC,Infrastructure,Equity,Deutsche Bank,Charles River,True,Pending,8
POS-00166,CLT0002,Aditya Birla Capital,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-12-05,101923,1697.76,173040792.48,148625154.21,24415638.27,INR,PORT-016,APAC,IT,Equity,Deutsche Bank,Bloomberg AIM,True,Matched,5
POS-00167,CLT0007,ICICI Prudential AMC,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-02-20,28453,1783.29,50739950.37,47950498.78,2789451.59,INR,PORT-042,APAC,Pharma,Equity,HDFC Bank Custody,Bloomberg AIM,True,Matched,7
POS-00168,CLT0010,Abu Dhabi Investment Auth,INE585B01010,AXISBANK,Axis Bank Ltd,2025-03-30,168502,1083.7,182605617.4,156383020.82,26222596.58,INR,PORT-037,EMEA,Banking,Equity,Axis Bank Custody,Simcorp,True,Matched,0
POS-00169,CLT0003,SBI Life Insurance,INE467B01029,TCS,Tata Consultancy Services,2024-03-10,120741,3900.26,470921292.66,495043261.09,-24121968.43,INR,PORT-045,APAC,IT,Equity,HDFC Bank Custody,Simcorp,True,Matched,5
POS-00170,CLT0014,Temasek Holdings,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-10-29,158199,6396.38,1011900919.62,1056020769.07,-44119849.45,INR,PORT-018,APAC,NBFC,Equity,Citi India,Simcorp,True,Matched,10
POS-00171,CLT0001,Tata Investment Corp,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-01-10,198860,7153.76,1422596713.6,1359997272.72,62599440.88,INR,PORT-003,APAC,NBFC,Equity,Citi India,Simcorp,True,Matched,6
POS-00172,CLT0009,Emirates NBD Asset Mgmt,INE001A01036,SBIN,State Bank of India,2024-03-20,196806,748.08,147226632.48,138007530.95,9219101.53,INR,PORT-027,EMEA,Banking,Equity,Deutsche Bank,Simcorp,True,Matched,5
POS-00173,CLT0008,Nippon India MF,INE361B01024,HCLTECH,HCL Technologies Ltd,2025-04-20,34446,1587.8,54693358.8,52249177.28,2444181.52,INR,PORT-025,APAC,IT,Equity,Deutsche Bank,In-house,True,Matched,0
POS-00174,CLT0001,Tata Investment Corp,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-01-14,96197,1605.16,154411576.52,132844139.8,21567436.72,INR,PORT-034,APAC,IT,Equity,HDFC Bank Custody,Bloomberg AIM,True,Matched,5
POS-00175,CLT0008,Nippon India MF,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-05-12,141554,6608.36,935439791.44,959584098.9,-24144307.46,INR,PORT-031,APAC,NBFC,Equity,Axis Bank Custody,Charles River,True,Matched,3
POS-00176,CLT0008,Nippon India MF,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-03-15,18986,2600.01,49363789.86,55729437.0,-6365647.14,INR,PORT-028,APAC,Energy,Equity,Axis Bank Custody,Charles River,True,Matched,7
POS-00177,CLT0011,BlackRock India Fund,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-07-06,103152,1297.52,133841783.04,131864809.79,1976973.25,INR,PORT-045,Americas,Telecom,Equity,HDFC Bank Custody,Bloomberg AIM,True,Break,10
POS-00178,CLT0008,Nippon India MF,INE154A01025,ITC,ITC Ltd,2024-12-05,192875,430.97,83123338.75,90968445.92,-7845107.17,INR,PORT-039,APAC,FMCG,Equity,Deutsche Bank,Charles River,True,Matched,5
POS-00179,CLT0013,GIC Private Ltd Singapore,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-03-26,62814,1518.81,95402531.34,92109188.55,3293342.79,INR,PORT-036,APAC,IT,Equity,Citi India,Simcorp,True,Matched,1
POS-00180,CLT0010,Abu Dhabi Investment Auth,INE040A01034,HDFCBANK,HDFC Bank Ltd,2025-01-17,37408,1707.88,63888375.04,54416743.29,9471631.75,INR,PORT-024,EMEA,Banking,Equity,Deutsche Bank,In-house,True,Matched,8
POS-00181,CLT0005,Kotak Mahindra AMC,INE585B01010,AXISBANK,Axis Bank Ltd,2024-11-27,105358,1082.51,114051088.58,107505792.79,6545295.79,INR,PORT-028,APAC,Banking,Equity,HDFC Bank Custody,Bloomberg AIM,True,Pending,8
POS-00182,CLT0006,LIC of India,INE020B01018,NTPC,NTPC Ltd,2024-11-21,55014,325.34,17898254.76,18455845.6,-557590.84,INR,PORT-018,APAC,Utilities,Equity,HDFC Bank Custody,Simcorp,True,Matched,5
POS-00183,CLT0011,BlackRock India Fund,INE075A01022,WIPRO,Wipro Ltd,2024-11-01,11548,487.46,5629188.08,5714347.95,-85159.87,INR,PORT-044,Americas,IT,Equity,HDFC Bank Custody,Simcorp,True,Matched,8
POS-00184,CLT0013,GIC Private Ltd Singapore,INE009A01021,INFY,Infosys Ltd,2024-11-11,19120,1498.48,28650937.6,26731078.54,1919859.06,INR,PORT-011,APAC,IT,Equity,Deutsche Bank,Simcorp,True,Matched,7
POS-00185,CLT0010,Abu Dhabi Investment Auth,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-01-23,67992,1126.65,76603186.8,74602790.69,2000396.11,INR,PORT-012,EMEA,Banking,Equity,Citi India,Simcorp,True,Break,7
POS-00186,CLT0001,Tata Investment Corp,INE075A01022,WIPRO,Wipro Ltd,2024-12-04,15128,,,7405314.06,551560.1,INR,PORT-002,APAC,IT,Equity,HDFC Bank Custody,In-house,True,Matched,10
POS-00187,CLT0008,Nippon India MF,INE001A01036,SBIN,State Bank of India,2024-12-02,84781,808.96,68584437.76,57913920.94,10670516.82,INR,PORT-023,APAC,Banking,Equity,Deutsche Bank,In-house,True,Matched,8
POS-00188,CLT0007,ICICI Prudential AMC,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-01-01,157731,1296.77,204540828.87,193417846.48,11122982.39,INR,PORT-036,APAC,Banking,Equity,HDFC Bank Custody,Charles River,True,Matched,2
POS-00189,CLT0012,Vanguard Emerging Markets,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-11-26,49581,1188.76,58939909.56,55768209.07,3171700.49,INR,PORT-031,Americas,Banking,Equity,HDFC Bank Custody,Bloomberg AIM,True,Break,1
POS-00190,CLT0012,Vanguard Emerging Markets,INE031A01017,POWERGRID,Power Grid Corp of India,2024-11-29,10929,308.27,3369082.83,3021931.53,347151.3,INR,PORT-045,Americas,Utilities,Equity,Deutsche Bank,In-house,True,Pending,7
POS-00191,CLT0015,Norges Bank Investment Mgmt,INE020B01018,NTPC,NTPC Ltd,2024-09-29,42268,384.31,16244015.08,13813049.21,2430965.87,INR,PORT-025,EMEA,Utilities,Equity,Axis Bank Custody,Bloomberg AIM,False,Matched,5
POS-00192,CLT0003,SBI Life Insurance,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-01-16,175969,2467.93,434279174.17,374602863.82,59676310.35,INR,PORT-044,APAC,Conglomerate,Equity,HDFC Bank Custody,Bloomberg AIM,True,Break,3
POS-00193,CLT0011,BlackRock India Fund,INE090A01021,ICICIBANK,ICICI Bank Ltd,2025-01-29,121139,1192.23,144425549.97,142848649.98,1576899.99,INR,PORT-017,Americas,Banking,Equity,Axis Bank Custody,Bloomberg AIM,True,Matched,0
POS-00194,CLT0013,GIC Private Ltd Singapore,INE001A01036,SBIN,State Bank of India,2024-06-25,148263,776.37,115106945.31,103266450.44,11840494.87,INR,PORT-050,APAC,Banking,Equity,Citi India,Charles River,False,Break,6
POS-00195,CLT0008,Nippon India MF,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-06-26,94850,282.29,26775206.5,24374728.39,2400478.11,INR,PORT-036,APAC,Energy,Equity,Deutsche Bank,In-house,False,Matched,6
POS-00196,CLT0005,Kotak Mahindra AMC,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-03-26,131824,1383.59,182390368.16,167106245.57,15284122.59,INR,PORT-033,APAC,Telecom,Equity,Citi India,Bloomberg AIM,True,Matched,2
POS-00197,CLT0006,LIC of India,INE001A01036,SBIN,State Bank of India,2024-05-15,68970,765.21,52776533.7,48409689.82,4366843.88,INR,PORT-019,APAC,Banking,Equity,Citi India,Simcorp,True,Matched,10
POS-00198,CLT0005,Kotak Mahindra AMC,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-05-26,75952,654.08,49678684.16,49521105.16,157579.0,INR,PORT-020,APAC,Metals,Equity,Deutsche Bank,Bloomberg AIM,True,Matched,3
POS-00199,CLT0008,Nippon India MF,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-04-10,11083,6996.91,77546753.53,68552611.73,8994141.8,INR,PORT-005,APAC,NBFC,Equity,HDFC Bank Custody,In-house,True,Matched,10
POS-00200,CLT0014,Temasek Holdings,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-06-27,95913,2525.93,242269524.09,212870307.85,29399216.24,INR,PORT-012,APAC,Conglomerate,Equity,HDFC Bank Custody,Charles River,True,Pending,2
POS-00201,CLT0002,Aditya Birla Capital,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-08-23,161980,1736.36,281255592.8,279768432.1,1487160.7,INR,PORT-047,APAC,Pharma,Equity,HDFC Bank Custody,Bloomberg AIM,True,Break,6
POS-00202,CLT0012,Vanguard Emerging Markets,INE414G01012,ADANIENT,Adani Enterprises Ltd,2025-02-22,121291,2349.31,284950159.21,255655346.52,29294812.69,INR,PORT-017,Americas,Conglomerate,Equity,HDFC Bank Custody,Simcorp,True,Matched,4
POS-00203,CLT0011,BlackRock India Fund,INE585B01010,AXISBANK,Axis Bank Ltd,2024-05-18,109453,1065.42,116613415.26,120644725.71,-4031310.45,INR,PORT-014,Americas,Banking,Equity,Deutsche Bank,In-house,True,Pending,8
POS-00204,CLT0004,HDFC Pension Fund,INE031A01017,POWERGRID,Power Grid Corp of India,2024-02-11,188019,315.36,59293671.84,59075655.51,218016.33,INR,PORT-045,APAC,Utilities,Equity,Citi India,In-house,True,Pending,5
POS-00205,CLT0011,BlackRock India Fund,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-04-06,15118,665.24,10057098.32,9715085.84,342012.48,INR,PORT-041,Americas,Metals,Equity,Deutsche Bank,Charles River,True,Break,7
POS-00206,CLT0012,Vanguard Emerging Markets,INE031A01017,POWERGRID,Power Grid Corp of India,2024-01-15,10010,323.83,3241538.3,2802340.4,439197.9,INR,PORT-005,Americas,Utilities,Equity,Axis Bank Custody,In-house,True,Matched,7
POS-00207,CLT0001,Tata Investment Corp,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2025-02-13,37184,1816.64,67549941.76,64711817.55,2838124.21,INR,PORT-022,APAC,Pharma,Equity,Deutsche Bank,In-house,True,Matched,9
POS-00208,CLT0011,BlackRock India Fund,INE467B01029,TCS,Tata Consultancy Services,2024-02-16,45213,3853.96,174249093.48,168231343.59,6017749.89,INR,PORT-016,Americas,IT,Equity,Citi India,Charles River,True,Matched,3
POS-00209,CLT0010,Abu Dhabi Investment Auth,INE066A01021,ONGC,Oil & Natural Gas Corp,2025-01-12,80991,248.89,20157849.99,21839444.95,-1681594.96,INR,PORT-017,EMEA,Energy,Equity,Deutsche Bank,Charles River,True,Break,8
POS-00210,CLT0012,Vanguard Emerging Markets,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-06-12,47980,1551.63,74447207.4,67274182.22,7173025.18,INR,PORT-007,Americas,Banking,Equity,Citi India,Charles River,True,Matched,3
