perf_id,client_id,client_name,security_id,ticker,security_name,portfolio_id,performance_date,period,portfolio_return,benchmark_return,benchmark_name,alpha,sharpe_ratio,volatility,region,currency,validated,data_complete
PERF-00499,CLT0007,ICICI Prudential AMC,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-004,2025-03-31,YTD,-0.1034,0.1652,NIFTY IT,-0.2686,1.323,0.1236,APAC,INR,True,True
PERF-00500,CLT0006,LIC of India,INE001A01036,SBIN,State Bank of India,PORT-017,2024-02-01,1M,0.1486,-0.0107,NIFTY Bank,0.1593,2.743,0.1211,APAC,INR,True,True
PERF-00501,CLT0007,ICICI Prudential AMC,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-050,2025-01-16,1W,0.0909,0.02,NIFTY Bank,0.0709,1.589,0.1531,APAC,INR,True,True
PERF-00502,CLT0002,Aditya Birla Capital,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-013,2024-12-31,1M,0.1798,0.0603,NIFTY Metal,0.1195,2.699,0.312,APAC,INR,True,True
PERF-00503,CLT0006,LIC of India,INE009A01021,INFY,Infosys Ltd,PORT-040,2025-04-13,1W,-0.0151,-0.0459,NIFTY IT,0.0308,1.118,0.1913,APAC,INR,True,True
PERF-00504,CLT0004,HDFC Pension Fund,INE009A01021,INFY,Infosys Ltd,PORT-027,2024-07-08,1D,0.0634,0.0814,NIFTY IT,-0.018,2.711,0.1677,APAC,INR,True,True
PERF-00505,CLT0002,Aditya Birla Capital,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-044,2024-02-29,1Y,-0.053,0.1904,NIFTY Financial Services,-0.2434,1.224,0.1835,APAC,INR,True,True
PERF-00506,CLT0008,Nippon India MF,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-042,2024-12-03,YTD,0.0923,0.0384,NIFTY IT,0.0539,1.527,0.2215,APAC,INR,True,True
PERF-00507,CLT0001,Tata Investment Corp,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-021,2025-04-17,6M,0.1616,0.1855,NIFTY Infrastructure,-0.0239,0.546,0.2947,APAC,INR,True,True
PERF-00508,CLT0014,Temasek Holdings,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-050,2024-07-31,1M,,0.09,NIFTY Energy,,,0.1725,APAC,INR,True,False
PERF-00509,CLT0001,Tata Investment Corp,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-037,2024-06-20,1D,0.2035,0.1596,NIFTY Media,0.0439,2.777,0.3194,APAC,INR,True,True
PERF-00510,CLT0012,Vanguard Emerging Markets,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-030,2024-03-21,1W,0.1947,0.0563,NIFTY Energy,0.1384,1.11,0.2176,Americas,INR,True,True
PERF-00511,CLT0005,Kotak Mahindra AMC,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-008,2025-03-28,3M,-0.104,-0.092,NIFTY Energy,-0.012,2.888,0.283,APAC,INR,True,True
PERF-00512,CLT0003,SBI Life Insurance,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-015,2024-04-07,1D,0.2281,0.071,NIFTY 500,0.1571,1.489,0.0545,APAC,INR,False,True
PERF-00513,CLT0013,GIC Private Ltd Singapore,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-034,2024-01-29,3M,-0.1036,0.0773,NIFTY Financial Services,-0.1809,0.488,0.0559,APAC,INR,True,True
PERF-00514,CLT0001,Tata Investment Corp,INE001A01036,SBIN,State Bank of India,PORT-049,2024-03-28,YTD,-0.0683,-0.0255,NIFTY Bank,-0.0428,2.055,0.2628,APAC,INR,True,True
PERF-00515,CLT0014,Temasek Holdings,INE467B01029,TCS,Tata Consultancy Services,PORT-031,2024-06-25,1D,0.2152,0.0074,NIFTY IT,0.2078,0.632,0.271,APAC,INR,False,True
PERF-00516,CLT0008,Nippon India MF,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-028,2024-05-11,6M,0.0719,-0.0335,NIFTY Energy,0.1054,0.007,0.0666,APAC,INR,True,True
PERF-00517,CLT0012,Vanguard Emerging Markets,INE154A01025,ITC,ITC Ltd,PORT-010,2025-05-16,3M,0.1655,-0.0677,NIFTY FMCG,0.2332,2.778,0.1021,Americas,INR,True,True
PERF-00518,CLT0011,BlackRock India Fund,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-044,2024-08-29,3M,0.079,0.1137,NIFTY Auto,-0.0347,-0.136,0.2769,Americas,INR,True,True
PERF-00519,CLT0013,GIC Private Ltd Singapore,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-039,2024-08-17,3M,,-0.0953,NIFTY Infrastructure,,,0.1234,APAC,INR,True,False
PERF-00520,CLT0008,Nippon India MF,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-045,2025-02-14,1W,0.137,0.1124,NIFTY Metal,0.0246,2.481,0.2477,APAC,INR,True,True
PERF-00521,CLT0002,Aditya Birla Capital,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-006,2024-02-26,YTD,-0.1468,0.1773,NIFTY Energy,-0.3241,1.227,0.1094,APAC,INR,False,True
PERF-00522,CLT0014,Temasek Holdings,INE001A01036,SBIN,State Bank of India,PORT-013,2024-08-22,1Y,-0.1216,0.0856,NIFTY Bank,-0.2072,2.198,0.1776,APAC,INR,True,True
PERF-00523,CLT0006,LIC of India,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-016,2024-09-16,YTD,0.2409,-0.0743,NIFTY Auto,0.3152,1.129,0.1633,APAC,INR,True,True
PERF-00524,CLT0011,BlackRock India Fund,INE009A01021,INFY,Infosys Ltd,PORT-045,2024-12-25,1D,0.0303,-0.0603,NIFTY IT,0.0906,2.622,0.1533,Americas,INR,True,True
PERF-00525,CLT0010,Abu Dhabi Investment Auth,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-027,2024-02-29,1M,0.1711,0.0436,NIFTY Financial Services,0.1275,2.826,0.2852,EMEA,INR,False,True
PERF-00526,CLT0015,Norges Bank Investment Mgmt,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-034,2024-12-04,6M,-0.0407,-0.0379,NIFTY Bank,-0.0028,,0.1505,EMEA,INR,False,False
PERF-00527,CLT0010,Abu Dhabi Investment Auth,INE001A01036,SBIN,State Bank of India,PORT-007,2024-10-31,3M,0.234,-0.0831,NIFTY Bank,0.3171,0.598,0.181,EMEA,INR,True,True
PERF-00528,CLT0006,LIC of India,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-033,2024-09-07,1D,0.0827,0.1528,NIFTY Bank,-0.0701,1.386,0.2782,APAC,INR,True,True
PERF-00529,CLT0001,Tata Investment Corp,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-026,2024-08-27,1M,0.2347,-0.0388,NIFTY Bank,0.2735,2.608,0.12,APAC,INR,True,True
PERF-00530,CLT0003,SBI Life Insurance,INE467B01029,TCS,Tata Consultancy Services,PORT-039,2025-05-08,3M,0.0075,0.0785,NIFTY IT,-0.071,1.769,0.09,APAC,INR,True,True
PERF-00531,CLT0007,ICICI Prudential AMC,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-035,2024-02-16,3M,0.2313,0.1338,NIFTY 500,0.0975,1.16,0.2543,APAC,INR,True,True
PERF-00532,CLT0002,Aditya Birla Capital,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-017,2024-01-12,1M,0.1355,0.06,NIFTY Bank,0.0755,0.191,0.3255,APAC,INR,False,True
PERF-00533,CLT0002,Aditya Birla Capital,INE020B01018,NTPC,NTPC Ltd,PORT-012,2024-10-06,YTD,0.2279,0.1316,NIFTY Infrastructure,0.0963,1.096,0.2576,APAC,INR,True,True
PERF-00534,CLT0007,ICICI Prudential AMC,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-027,2024-08-04,1M,0.1867,0.1653,NIFTY Bank,0.0214,1.396,0.0598,APAC,INR,True,True
PERF-00535,CLT0002,Aditya Birla Capital,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-029,2024-11-26,1W,-0.1251,0.1477,NIFTY Infrastructure,-0.2728,0.985,0.1589,APAC,INR,True,True
PERF-00536,CLT0003,SBI Life Insurance,INE009A01021,INFY,Infosys Ltd,PORT-047,2025-02-25,YTD,-0.1185,-0.0515,NIFTY IT,-0.067,1.06,0.242,APAC,INR,True,True
PERF-00537,CLT0006,LIC of India,INE001A01036,SBIN,State Bank of India,PORT-009,2024-08-30,1D,0.1816,0.1671,NIFTY Bank,0.0145,1.875,0.3373,APAC,INR,False,True
PERF-00538,CLT0002,Aditya Birla Capital,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-038,2024-05-06,YTD,0.0831,0.0136,NIFTY Infrastructure,0.0695,1.954,0.0644,APAC,INR,True,True
PERF-00539,CLT0003,SBI Life Insurance,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-050,2024-10-22,1D,0.0305,0.0457,NIFTY Metal,-0.0152,1.234,0.336,APAC,INR,True,True
PERF-00540,CLT0004,HDFC Pension Fund,INE009A01021,INFY,Infosys Ltd,PORT-013,2025-04-29,3M,-0.0036,0.1441,NIFTY IT,-0.1477,0.944,0.2754,APAC,INR,True,True
PERF-00541,CLT0005,Kotak Mahindra AMC,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-031,2024-11-05,1M,-0.0937,0.0682,NIFTY Infrastructure,-0.1619,0.537,0.1063,APAC,INR,False,True
PERF-00542,CLT0008,Nippon India MF,INE001A01036,SBIN,State Bank of India,PORT-024,2024-02-28,1M,0.2303,0.0717,NIFTY Bank,0.1586,1.48,0.3317,APAC,INR,True,True
PERF-00543,CLT0003,SBI Life Insurance,INE020B01018,NTPC,NTPC Ltd,PORT-047,2024-08-21,1W,0.1248,-0.0873,NIFTY Infrastructure,0.2121,,0.3199,APAC,INR,True,False
PERF-00544,CLT0002,Aditya Birla Capital,INE020B01018,NTPC,NTPC Ltd,PORT-019,2024-09-05,1M,-0.1139,0.1945,NIFTY Infrastructure,-0.3084,0.585,0.2439,APAC,INR,True,True
PERF-00545,CLT0007,ICICI Prudential AMC,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-001,2024-04-19,1M,0.226,-0.0479,NIFTY Infrastructure,0.2739,0.086,0.2545,APAC,INR,False,True
PERF-00546,CLT0012,Vanguard Emerging Markets,INE001A01036,SBIN,State Bank of India,PORT-011,2024-12-29,1D,-0.0415,0.1933,NIFTY Bank,-0.2348,-0.373,0.1196,Americas,INR,False,True
PERF-00547,CLT0009,Emirates NBD Asset Mgmt,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-018,2024-01-22,1W,0.0647,0.0142,NIFTY Media,0.0505,0.358,0.2403,EMEA,INR,True,True
PERF-00548,CLT0007,ICICI Prudential AMC,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-040,2024-12-21,6M,0.0427,-0.004,NIFTY 500,0.0467,1.483,0.1166,APAC,INR,True,True
PERF-00549,CLT0012,Vanguard Emerging Markets,INE020B01018,NTPC,NTPC Ltd,PORT-034,2025-05-16,1M,-0.0138,0.0721,NIFTY Infrastructure,-0.0859,2.795,0.2251,Americas,INR,True,True
PERF-00550,CLT0009,Emirates NBD Asset Mgmt,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-050,2024-04-03,1D,-0.0397,0.1478,NIFTY Pharma,-0.1875,-0.266,0.2087,EMEA,INR,True,True
PERF-00551,CLT0012,Vanguard Emerging Markets,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-007,2024-05-18,YTD,,-0.0863,NIFTY Bank,,,0.1768,Americas,INR,True,False
PERF-00552,CLT0008,Nippon India MF,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-016,2024-05-02,3M,0.0545,-0.0912,NIFTY Bank,0.1457,2.474,0.3291,APAC,INR,True,True
PERF-00553,CLT0009,Emirates NBD Asset Mgmt,INE009A01021,INFY,Infosys Ltd,PORT-026,2024-07-09,1W,-0.1354,-0.0617,NIFTY IT,-0.0737,0.574,0.1531,EMEA,INR,True,True
PERF-00554,CLT0009,Emirates NBD Asset Mgmt,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-008,2025-05-13,3M,,0.1964,NIFTY Infrastructure,,,0.1542,EMEA,INR,True,False
PERF-00555,CLT0001,Tata Investment Corp,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-002,2024-12-23,1M,0.2434,-0.0783,NIFTY Pharma,0.3217,1.572,0.1214,APAC,INR,True,True
PERF-00556,CLT0005,Kotak Mahindra AMC,INE467B01029,TCS,Tata Consultancy Services,PORT-005,2024-02-17,YTD,-0.0895,0.0415,NIFTY IT,-0.131,2.281,0.1582,APAC,INR,True,True
PERF-00557,CLT0008,Nippon India MF,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-038,2024-11-01,1W,0.2206,0.0986,NIFTY Metal,0.122,1.58,0.3225,APAC,INR,True,True
PERF-00558,CLT0011,BlackRock India Fund,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-032,2024-03-04,1M,0.1435,-0.0759,NIFTY Metal,0.2194,2.618,0.2887,Americas,INR,True,True
PERF-00559,CLT0005,Kotak Mahindra AMC,INE020B01018,NTPC,NTPC Ltd,PORT-047,2024-04-24,1Y,0.1515,0.016,NIFTY Infrastructure,0.1355,0.384,0.1002,APAC,INR,True,True
PERF-00560,CLT0007,ICICI Prudential AMC,INE020B01018,NTPC,NTPC Ltd,PORT-025,2024-01-22,3M,0.2329,0.0894,NIFTY Infrastructure,0.1435,2.882,0.2278,APAC,INR,True,True
PERF-00561,CLT0005,Kotak Mahindra AMC,INE154A01025,ITC,ITC Ltd,PORT-028,2025-02-23,1M,0.0425,0.1573,NIFTY FMCG,-0.1148,2.763,0.0948,APAC,INR,False,True
PERF-00562,CLT0004,HDFC Pension Fund,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-050,2024-06-05,1Y,0.1487,-0.0524,NIFTY Bank,0.2011,1.853,0.1041,APAC,INR,True,True
PERF-00563,CLT0006,LIC of India,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-023,2024-07-11,6M,-0.1099,0.0951,NIFTY 500,-0.205,0.249,0.2545,APAC,INR,True,True
PERF-00564,CLT0014,Temasek Holdings,INE009A01021,INFY,Infosys Ltd,PORT-045,2024-08-21,1D,-0.0624,0.0869,NIFTY IT,-0.1493,2.058,0.2047,APAC,INR,True,True
PERF-00565,CLT0012,Vanguard Emerging Markets,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-010,2025-04-24,1M,-0.0927,0.1195,NIFTY Infrastructure,-0.2122,-0.117,0.3049,Americas,INR,True,True
PERF-00566,CLT0006,LIC of India,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-045,2025-02-19,6M,0.091,0.0112,NIFTY Bank,0.0798,0.297,0.0593,APAC,INR,True,True
PERF-00567,CLT0008,Nippon India MF,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-039,2025-01-28,1W,-0.0453,0.0642,NIFTY Infrastructure,-0.1095,1.639,0.1723,APAC,INR,True,True
PERF-00568,CLT0014,Temasek Holdings,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-048,2024-02-12,6M,-0.0398,0.0049,NIFTY Energy,-0.0447,0.591,0.132,APAC,INR,True,True
PERF-00569,CLT0015,Norges Bank Investment Mgmt,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-036,2024-11-26,1W,0.0353,-0.0333,NIFTY Infrastructure,0.0686,0.073,0.1193,EMEA,INR,False,True
PERF-00570,CLT0009,Emirates NBD Asset Mgmt,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-045,2024-04-19,3M,-0.0689,0.102,NIFTY Bank,-0.1709,1.733,0.3049,EMEA,INR,False,True
PERF-00571,CLT0009,Emirates NBD Asset Mgmt,INE020B01018,NTPC,NTPC Ltd,PORT-005,2024-06-23,1D,-0.1131,0.1907,NIFTY Infrastructure,-0.3038,2.527,0.3424,EMEA,INR,True,True
PERF-00572,CLT0003,SBI Life Insurance,INE467B01029,TCS,Tata Consultancy Services,PORT-045,2025-03-16,1Y,0.217,-0.0243,NIFTY IT,0.2413,1.654,0.1834,APAC,INR,True,True
PERF-00573,CLT0001,Tata Investment Corp,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-024,2024-06-30,6M,0.0411,0.1463,NIFTY 500,-0.1052,1.76,0.2457,APAC,INR,True,True
PERF-00574,CLT0013,GIC Private Ltd Singapore,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-041,2025-04-07,1Y,-0.0594,0.0098,NIFTY Bank,-0.0692,2.289,0.151,APAC,INR,True,True
PERF-00575,CLT0013,GIC Private Ltd Singapore,INE001A01036,SBIN,State Bank of India,PORT-047,2024-10-09,1W,-0.028,0.1283,NIFTY Bank,-0.1563,,0.2686,APAC,INR,True,False
PERF-00576,CLT0008,Nippon India MF,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-041,2024-04-08,1Y,0.1787,-0.0583,NIFTY Bank,0.237,-0.052,0.0596,APAC,INR,False,True
PERF-00577,CLT0004,HDFC Pension Fund,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-041,2025-05-08,3M,0.1776,0.1995,NIFTY 500,-0.0219,2.211,0.0618,APAC,INR,True,True
PERF-00578,CLT0007,ICICI Prudential AMC,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-042,2024-11-18,3M,0.2416,0.1967,NIFTY IT,0.0449,0.974,0.0502,APAC,INR,True,True
PERF-00579,CLT0010,Abu Dhabi Investment Auth,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-027,2025-05-12,YTD,0.0153,-0.0149,NIFTY Infrastructure,0.0302,0.299,0.2285,EMEA,INR,True,True
PERF-00580,CLT0006,LIC of India,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-040,2025-05-03,6M,0.0217,0.184,NIFTY 500,-0.1623,2.164,0.2222,APAC,INR,False,True
PERF-00581,CLT0001,Tata Investment Corp,INE009A01021,INFY,Infosys Ltd,PORT-014,2024-03-06,6M,0.0973,0.0576,NIFTY IT,0.0397,2.511,0.1459,APAC,INR,True,True
PERF-00582,CLT0003,SBI Life Insurance,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-025,2025-04-23,6M,0.0273,-0.0429,NIFTY Bank,0.0702,0.515,0.2002,APAC,INR,True,True
PERF-00583,CLT0001,Tata Investment Corp,INE154A01025,ITC,ITC Ltd,PORT-049,2024-12-22,1D,0.2204,0.1531,NIFTY FMCG,0.0673,2.466,0.3011,APAC,INR,True,True
PERF-00584,CLT0003,SBI Life Insurance,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-039,2024-05-01,1D,0.0902,0.1853,NIFTY Financial Services,-0.0951,2.389,0.2484,APAC,INR,True,True
PERF-00585,CLT0015,Norges Bank Investment Mgmt,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-048,2024-12-15,3M,0.1558,0.1942,NIFTY Pharma,-0.0384,0.527,0.2605,EMEA,INR,True,True
PERF-00586,CLT0015,Norges Bank Investment Mgmt,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-040,2024-07-30,3M,0.1688,0.0815,NIFTY Bank,0.0873,2.219,0.3281,EMEA,INR,True,True
PERF-00587,CLT0003,SBI Life Insurance,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-019,2024-08-09,3M,,-0.0845,NIFTY IT,,,0.0509,APAC,INR,True,False
PERF-00588,CLT0001,Tata Investment Corp,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-035,2025-01-15,1M,-0.1449,0.0585,NIFTY Auto,-0.2034,2.506,0.248,APAC,INR,False,True
PERF-00589,CLT0004,HDFC Pension Fund,INE009A01021,INFY,Infosys Ltd,PORT-002,2024-12-21,1M,0.2442,0.0859,NIFTY IT,0.1583,0.244,0.2053,APAC,INR,True,True
PERF-00590,CLT0004,HDFC Pension Fund,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-048,2024-02-21,1M,,0.0869,NIFTY Infrastructure,,,0.0984,APAC,INR,False,False
PERF-00591,CLT0004,HDFC Pension Fund,INE154A01025,ITC,ITC Ltd,PORT-002,2025-01-12,1Y,0.0184,0.0294,NIFTY FMCG,-0.011,2.893,0.322,APAC,INR,True,True
PERF-00592,CLT0010,Abu Dhabi Investment Auth,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-009,2024-11-19,YTD,0.2292,0.1137,NIFTY IT,0.1155,2.114,0.242,EMEA,INR,True,True
PERF-00593,CLT0013,GIC Private Ltd Singapore,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-048,2024-02-20,6M,,0.0245,NIFTY Energy,,,0.197,APAC,INR,True,False
PERF-00594,CLT0008,Nippon India MF,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-045,2024-12-12,1D,-0.1395,0.1815,NIFTY Infrastructure,-0.321,1.536,0.252,APAC,INR,False,True
PERF-00595,CLT0014,Temasek Holdings,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-003,2025-04-10,1D,0.0207,0.1472,NIFTY Media,-0.1265,1.612,0.143,APAC,INR,True,True
PERF-00596,CLT0012,Vanguard Emerging Markets,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-009,2025-03-15,1W,0.166,0.1127,NIFTY Infrastructure,0.0533,0.843,0.2731,Americas,INR,True,True
PERF-00597,CLT0002,Aditya Birla Capital,INE020B01018,NTPC,NTPC Ltd,PORT-042,2024-05-12,1Y,0.2055,0.0445,NIFTY Infrastructure,0.161,0.711,0.1946,APAC,INR,True,True
PERF-00598,CLT0004,HDFC Pension Fund,INE154A01025,ITC,ITC Ltd,PORT-024,2024-04-26,1D,0.1778,0.1928,NIFTY FMCG,-0.015,1.535,0.132,APAC,INR,True,True
PERF-00599,CLT0009,Emirates NBD Asset Mgmt,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-043,2024-04-23,1M,-0.1167,0.1802,NIFTY Bank,-0.2969,2.115,0.3131,EMEA,INR,True,True
PERF-00600,CLT0001,Tata Investment Corp,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-033,2025-02-12,3M,0.2458,0.0195,NIFTY Auto,0.2263,2.811,0.285,APAC,INR,True,True
PERF-00601,CLT0012,Vanguard Emerging Markets,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-043,2024-01-16,1M,0.2206,-0.04,NIFTY Bank,0.2606,1.184,0.2136,Americas,INR,True,True
PERF-00602,CLT0004,HDFC Pension Fund,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-014,2024-11-03,YTD,-0.1024,0.1473,NIFTY Media,-0.2497,1.297,0.2172,APAC,INR,True,True
PERF-00603,CLT0010,Abu Dhabi Investment Auth,INE154A01025,ITC,ITC Ltd,PORT-044,2024-06-13,1W,0.1795,0.0666,NIFTY FMCG,0.1129,2.763,0.1196,EMEA,INR,False,True
PERF-00604,CLT0009,Emirates NBD Asset Mgmt,INE001A01036,SBIN,State Bank of India,PORT-043,2024-08-07,1W,-0.0955,-0.0179,NIFTY Bank,-0.0776,0.297,0.1375,EMEA,INR,True,True
PERF-00605,CLT0007,ICICI Prudential AMC,INE154A01025,ITC,ITC Ltd,PORT-010,2024-06-03,1W,-0.1195,-0.0635,NIFTY FMCG,-0.056,2.629,0.159,APAC,INR,True,True
PERF-00606,CLT0013,GIC Private Ltd Singapore,INE001A01036,SBIN,State Bank of India,PORT-007,2024-08-12,1Y,0.0308,-0.0962,NIFTY Bank,0.127,1.733,0.1571,APAC,INR,True,True
PERF-00607,CLT0004,HDFC Pension Fund,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-040,2024-06-03,6M,-0.081,-0.0916,NIFTY Bank,0.0106,2.414,0.3296,APAC,INR,False,True
PERF-00608,CLT0001,Tata Investment Corp,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-025,2024-05-07,3M,0.132,0.0306,NIFTY Infrastructure,0.1014,2.814,0.0531,APAC,INR,False,True
PERF-00609,CLT0011,BlackRock India Fund,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-023,2025-03-18,1D,0.1425,0.0426,NIFTY Media,0.0999,1.704,0.0808,Americas,INR,True,True
PERF-00610,CLT0011,BlackRock India Fund,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-018,2025-05-02,3M,0.2474,0.1103,NIFTY Auto,0.1371,2.849,0.2893,Americas,INR,True,True
PERF-00611,CLT0006,LIC of India,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-028,2025-02-06,6M,0.1263,0.0368,NIFTY IT,0.0895,0.052,0.1799,APAC,INR,True,True
PERF-00612,CLT0003,SBI Life Insurance,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-045,2024-10-08,1M,0.2316,0.0419,NIFTY Bank,0.1897,0.937,0.3426,APAC,INR,True,True
PERF-00613,CLT0003,SBI Life Insurance,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-016,2024-06-19,1M,0.1356,0.141,NIFTY IT,-0.0054,0.532,0.1857,APAC,INR,True,True
PERF-00614,CLT0001,Tata Investment Corp,INE075A01022,WIPRO,Wipro Ltd,PORT-016,2024-01-25,1M,-0.1064,0.0471,NIFTY IT,-0.1535,2.74,0.309,APAC,INR,False,True
PERF-00615,CLT0002,Aditya Birla Capital,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-049,2024-04-30,1D,0.044,0.1026,NIFTY Metal,-0.0586,2.82,0.1759,APAC,INR,True,True
PERF-00616,CLT0003,SBI Life Insurance,INE001A01036,SBIN,State Bank of India,PORT-031,2024-02-04,1W,0.1122,0.0909,NIFTY Bank,0.0213,0.823,0.1985,APAC,INR,True,True
PERF-00617,CLT0015,Norges Bank Investment Mgmt,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-004,2024-01-23,1W,0.1728,-0.0858,NIFTY Financial Services,0.2586,-0.365,0.1073,EMEA,INR,True,True
PERF-00618,CLT0008,Nippon India MF,INE020B01018,NTPC,NTPC Ltd,PORT-009,2024-10-16,1D,0.186,0.1167,NIFTY Infrastructure,0.0693,2.441,0.3145,APAC,INR,True,True
PERF-00619,CLT0009,Emirates NBD Asset Mgmt,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-022,2024-06-07,1D,-0.1251,0.071,NIFTY Metal,-0.1961,2.751,0.1788,EMEA,INR,True,True
PERF-00620,CLT0009,Emirates NBD Asset Mgmt,INE467B01029,TCS,Tata Consultancy Services,PORT-024,2024-03-04,1M,-0.1297,-0.04,NIFTY IT,-0.0897,0.465,0.213,EMEA,INR,True,True
PERF-00621,CLT0015,Norges Bank Investment Mgmt,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-041,2025-01-08,6M,0.0026,0.1118,NIFTY 500,-0.1092,2.284,0.339,EMEA,INR,True,True
PERF-00622,CLT0006,LIC of India,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-021,2024-02-02,YTD,0.0096,-0.0744,NIFTY Auto,0.084,2.539,0.3242,APAC,INR,True,True
PERF-00623,CLT0001,Tata Investment Corp,INE020B01018,NTPC,NTPC Ltd,PORT-008,2024-05-19,1M,-0.0843,0.0951,NIFTY Infrastructure,-0.1794,0.006,0.2165,APAC,INR,True,True
PERF-00624,CLT0008,Nippon India MF,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-022,2025-02-12,1M,-0.1262,-0.0919,NIFTY Metal,-0.0343,2.693,0.0668,APAC,INR,True,True
